episode;mean_e;var_e;std_e;rms_e
2432;-3545,622827;323069862,348697;17974,144273;18320,515920
2433;-1537,800455;128803484,733969;11349,162292;11452,873656
2434;-49,493026;18046367,489975;4248,101634;4248,389936
2435;-3620,663201;333963876,174050;18274,678552;18629,897428
2436;-676,705384;43045436,595642;6560,902118;6595,708209
2437;80,505800;302573,220691;550,066560;555,926618
2438;-2227,879794;119403959,186621;10927,211867;11152,013610
2439;-782,910151;107208390,011182;10354,148445;10383,705423
2440;0,000000;0,000000;0,000000;0,000000
2441;-896,741346;86093602,392216;9278,663826;9321,896129
2442;359,323338;4943438,878706;2223,384555;2252,232701
2443;-1137,075555;138730068,525706;11778,372915;11833,131848
2444;-5265,554146;444754830,445568;21089,211233;21736,625564
2445;-689,162751;162649895,428352;12753,426811;12772,033539
2446;-483,239089;21950881,636750;4685,176799;4710,032023
2447;0,000000;0,000000;0,000000;0,000000
2448;-889,287629;74338253,837725;8621,963456;8667,703636
2449;0,000000;0,000000;0,000000;0,000000
2450;-1253,299081;64600094,805331;8037,418417;8134,546908
2451;-610,563182;35042015,580485;5919,629683;5951,033774
2452;352,480887;11678820,913039;3417,428992;3435,558716
2453;-266,460991;6674137,191448;2583,435153;2597,140476
2454;55,573945;290315,555119;538,809387;541,667812
2455;-550,353848;28471599,624473;5335,878524;5364,185771
2456;113,989905;1221407,643388;1105,173128;1111,036157
2457;121,163463;1379974,970176;1174,723359;1180,955357
2458;-1197,946724;77410225,081434;8798,308081;8879,487679
2459;0,000000;0,000000;0,000000;0,000000
2460;0,000000;0,000000;0,000000;0,000000
2461;-899,724496;41341607,746749;6429,743988;6492,388768
2462;-650,392951;39763033,173121;6305,793620;6339,246340
2463;-3691,738398;346920349,334774;18625,797952;18988,135288
2464;-1265,267600;78188030,141998;8842,399569;8932,465071
2465;381,853092;49316671,435075;7022,582960;7032,956933
2466;0,000000;0,000000;0,000000;0,000000
2467;666,076261;41703812,997060;6457,848945;6492,108331
2468;0,000000;0,000000;0,000000;0,000000
2469;0,000000;0,000000;0,000000;0,000000
2470;-6635,498021;459098415,685711;21426,581988;22430,520495
2471;-302,513214;34639757,021486;5885,554946;5893,324297
2472;15,386616;22254,308486;149,178780;149,970185
2473;-14,385415;18429763,643811;4292,990059;4293,014161
2474;0,000000;0,000000;0,000000;0,000000
2475;-331,309227;10317985,566162;3212,162133;3229,202900
2476;0,000000;0,000000;0,000000;0,000000
2477;-1483,914593;73152280,292403;8552,910633;8680,684467
2478;316,448110;9413104,179292;3068,078255;3084,354647
2479;0,000000;0,000000;0,000000;0,000000
2480;-1350,576295;104273659,158403;10211,447457;10300,374531
2481;-661,378590;87174226,403535;9336,713897;9360,109403
2482;-428,502831;17259779,582499;4154,489088;4176,528973
2483;0,000000;0,000000;0,000000;0,000000
2484;117,825169;1304980,428584;1142,357400;1148,417694
2485;-788,961637;58511283,607567;7649,266867;7689,846817
2486;-403,977628;15340604,845706;3916,708420;3937,486860
2487;-5817,986670;401461737,625035;20036,510116;20864,100904
2488;-3707,562297;262828700,615302;16211,992494;16630,535734
2489;-1263,083441;149965699,149281;12246,048307;12311,014537
2490;0,000000;0,000000;0,000000;0,000000
2491;0,000000;0,000000;0,000000;0,000000
2492;54,906297;283381,939801;532,336303;535,160388
2493;226,993626;4843453,970824;2200,784853;2212,460187
2494;0,000000;0,000000;0,000000;0,000000
2495;0,000000;0,000000;0,000000;0,000000
2496;0,000000;0,000000;0,000000;0,000000
2497;0,000000;0,000000;0,000000;0,000000
2498;0,000000;0,000000;0,000000;0,000000
2499;0,000000;0,000000;0,000000;0,000000
